Material_Quality,Concrete_Grade,Steel_Grade,Age_of_Building,No_of_Floors,Foundation_Depth,Soil_Type,Seismic_Zone,Load_Bearing_Capacity,Moisture_Exposure,Maintenance_Frequency,Strength,Durability
9,M20,Fe415,4,2,8.6,Rocky,III,229,Medium,2,81.9,48.06
3,M25,Fe500,52,14,11.0,Rocky,II,224,Low,1,53.49,44.75
2,M25,Fe415,16,14,15.6,Clay,IV,555,High,2,52.36,18.27
3,M40,Fe500,26,23,8.6,Clay,I,432,Low,5,77.85,64.7
6,M40,Fe415,30,10,15.2,Sandy,I,559,Low,5,99.15,71.79
9,M25,Fe415,26,12,17.9,Sandy,IV,371,Medium,0,100.34,62.56
2,M20,Fe500,51,8,11.1,Sandy,I,252,High,0,37.72,5.3
9,M40,Fe415,38,3,4.0,Loam,I,448,Low,4,101.94,74.78
2,M40,Fe500,30,22,10.5,Loam,III,430,Low,1,79.35,52.05
3,M25,Fe415,20,13,4.3,Loam,V,585,Medium,0,37.28,13.51
1,M40,Fe415,9,9,5.5,Rocky,II,281,Medium,5,45.72,44.63
4,M25,Fe415,22,15,17.7,Loam,I,362,High,2,65.61,28.81
1,M30,Fe500,21,3,17.3,Loam,V,286,High,2,47.33,22.11
10,M20,Fe415,4,21,17.7,Clay,III,359,Low,1,113.27,88.65
3,M30,Fe500,39,18,3.7,Sandy,I,457,High,5,59.7,50.77
8,M30,Fe500,14,9,7.5,Clay,III,326,High,4,94.89,58.81
7,M25,Fe415,43,3,12.6,Rocky,I,322,Medium,2,85.67,61.57
10,M20,Fe415,25,8,19.9,Clay,II,462,Low,5,108.59,81.13
3,M20,Fe415,47,11,6.1,Rocky,II,382,Medium,5,65.93,55.68
2,M20,Fe415,5,7,9.3,Sandy,II,286,Medium,5,36.6,34.03
6,M40,Fe500,9,12,19.4,Sandy,V,372,High,2,96.42,61.31
4,M25,Fe415,28,20,18.4,Loam,IV,482,Medium,0,79.84,38.57
10,M25,Fe415,36,4,11.7,Loam,IV,353,Medium,3,124.41,89.51
9,M25,Fe500,7,18,14.6,Clay,III,405,Low,5,96.52,87.09
6,M40,Fe415,49,15,19.6,Sandy,I,285,Medium,1,125.35,87.25
4,M40,Fe415,41,10,18.9,Sandy,I,466,Medium,5,67.66,54.0
10,M25,Fe415,52,11,4.2,Rocky,V,386,Medium,3,94.9,70.51
9,M40,Fe500,44,3,14.3,Sandy,I,594,High,2,120.41,66.15
3,M25,Fe500,7,19,7.5,Loam,II,466,High,2,52.83,27.35
1,M40,Fe500,12,16,9.8,Sandy,II,379,Medium,0,53.25,23.83
6,M40,Fe500,47,15,9.1,Sandy,I,283,High,5,104.01,68.29
7,M20,Fe500,24,9,12.4,Sandy,V,185,High,0,81.14,32.51
10,M30,Fe415,3,6,19.3,Sandy,I,362,Low,4,112.97,94.71
9,M40,Fe415,27,16,4.8,Clay,II,319,High,5,106.81,70.98
3,M40,Fe415,20,20,5.5,Sandy,II,291,Medium,5,67.05,45.77
2,M30,Fe415,21,11,9.0,Sandy,V,459,Low,2,41.21,29.7
9,M20,Fe415,52,4,19.9,Rocky,I,190,Medium,2,107.47,72.81
1,M40,Fe500,2,5,16.1,Clay,V,396,Low,1,37.01,22.25
2,M25,Fe415,2,7,7.7,Sandy,II,342,High,5,28.23,29.8
3,M20,Fe500,2,9,6.6,Loam,I,493,Medium,5,34.85,30.62
6,M25,Fe415,26,15,13.5,Sandy,II,194,Medium,4,79.94,51.46
6,M40,Fe500,14,21,13.7,Rocky,IV,498,Low,1,109.08,78.47
2,M20,Fe415,15,10,5.0,Rocky,V,264,Medium,1,24.46,6.74
10,M40,Fe500,51,14,17.3,Rocky,III,178,Medium,1,144.98,96.91
10,M20,Fe500,48,9,17.3,Clay,II,458,High,0,108.78,62.83
6,M40,Fe415,24,19,11.9,Clay,V,548,Medium,2,99.05,54.4
2,M30,Fe415,1,19,19.6,Clay,III,224,Medium,1,58.15,25.28
4,M20,Fe415,48,21,3.8,Rocky,IV,334,Low,0,43.73,23.99
6,M30,Fe415,29,21,19.9,Rocky,II,201,Medium,4,114.66,80.06
6,M30,Fe500,57,17,13.8,Rocky,II,167,High,3,96.95,54.15
3,M40,Fe500,7,17,18.2,Rocky,V,573,High,1,97.56,56.05
10,M25,Fe415,17,23,5.6,Loam,IV,290,Low,0,109.75,78.43
5,M40,Fe415,17,12,19.8,Sandy,I,598,Low,1,110.0,70.47
6,M25,Fe500,18,1,16.7,Loam,III,510,Medium,1,78.8,48.81
1,M20,Fe415,39,22,10.6,Rocky,V,152,Medium,1,42.2,24.39
3,M40,Fe500,4,14,17.8,Loam,V,187,Low,1,82.15,60.09
1,M20,Fe415,14,23,3.8,Loam,I,457,Low,3,30.83,22.29
2,M40,Fe500,40,23,5.0,Sandy,III,471,Medium,2,60.11,37.87
1,M25,Fe415,16,8,6.5,Clay,II,569,Low,4,15.38,22.54
4,M30,Fe415,31,3,5.2,Rocky,II,425,High,2,52.83,22.41
4,M25,Fe500,19,24,3.5,Sandy,I,270,Medium,2,54.61,28.63
6,M40,Fe500,48,23,10.4,Sandy,III,231,Medium,5,95.14,74.89
4,M40,Fe415,15,13,12.8,Loam,V,464,Low,5,91.4,73.67
9,M40,Fe500,13,1,7.6,Rocky,II,339,Medium,2,97.8,73.33
7,M25,Fe415,4,18,12.8,Clay,III,350,Medium,5,91.39,66.91
7,M30,Fe500,11,8,15.5,Rocky,I,467,Low,5,89.57,71.88
4,M25,Fe415,1,14,6.8,Sandy,IV,186,High,5,59.54,37.78
8,M20,Fe500,50,2,9.5,Sandy,II,504,Low,0,80.67,60.15
6,M25,Fe415,41,11,8.4,Sandy,I,546,Low,1,65.85,51.54
3,M40,Fe415,4,13,13.6,Sandy,IV,174,Low,2,76.52,51.54
1,M20,Fe415,5,16,8.0,Sandy,I,274,Low,3,39.33,38.74
6,M25,Fe500,28,6,17.6,Rocky,V,372,Low,5,71.92,69.58
10,M20,Fe415,24,8,3.0,Sandy,III,551,Medium,3,102.42,77.16
8,M40,Fe500,47,18,10.4,Sandy,IV,590,Low,0,116.62,86.52
5,M25,Fe500,18,3,9.9,Sandy,III,219,Medium,4,59.48,49.54
2,M20,Fe500,16,7,5.3,Rocky,V,548,Low,0,33.35,29.82
3,M25,Fe500,31,20,18.6,Clay,I,489,Medium,3,74.15,46.94
5,M25,Fe415,39,9,15.1,Loam,V,348,High,3,78.74,44.32
5,M30,Fe500,45,18,12.6,Sandy,I,515,Low,3,87.98,78.45
1,M30,Fe500,41,23,15.9,Clay,I,417,High,2,34.47,1.25
8,M25,Fe415,37,14,14.9,Loam,III,457,High,3,91.01,52.72
8,M40,Fe415,12,18,17.8,Rocky,V,442,High,4,120.08,82.83
9,M20,Fe500,3,21,4.1,Clay,I,279,Medium,5,92.06,65.63
4,M40,Fe415,54,4,13.2,Rocky,III,238,Medium,2,65.82,42.05
5,M25,Fe415,2,5,9.9,Rocky,II,460,Low,0,65.39,42.69
8,M40,Fe500,18,13,18.2,Rocky,I,590,Low,1,128.62,97.71
2,M25,Fe415,54,12,18.8,Loam,I,508,Medium,4,48.43,41.79
10,M30,Fe500,6,9,6.2,Loam,III,533,Low,1,106.45,78.64
10,M20,Fe415,13,21,15.5,Sandy,I,481,Medium,3,119.57,88.09
8,M25,Fe500,45,24,12.9,Clay,IV,423,Low,5,111.08,103.97
2,M40,Fe415,23,21,9.6,Loam,V,589,Medium,5,75.26,55.43
4,M20,Fe415,53,14,3.4,Rocky,V,523,Low,3,60.24,49.38
6,M25,Fe415,1,22,10.1,Rocky,I,452,Medium,5,71.45,52.17
7,M40,Fe500,46,13,13.5,Clay,III,383,Medium,2,110.75,74.26
2,M40,Fe500,26,20,16.0,Loam,III,515,High,4,75.85,40.86
7,M30,Fe500,55,24,5.6,Rocky,III,179,Medium,5,89.56,66.07
5,M20,Fe500,58,4,15.8,Rocky,IV,289,Medium,4,68.16,53.26
9,M40,Fe500,34,7,7.0,Clay,V,523,Low,3,112.26,93.48
1,M25,Fe415,53,8,3.3,Loam,III,226,High,1,26.57,-9.37
5,M25,Fe415,50,3,14.7,Rocky,II,406,Medium,4,64.0,38.6
1,M40,Fe415,37,15,13.9,Loam,IV,352,High,3,54.62,29.92
4,M40,Fe500,46,8,3.3,Loam,V,530,High,0,69.09,36.33
6,M20,Fe415,18,13,6.5,Loam,I,254,High,3,81.16,46.75
4,M40,Fe415,12,21,19.0,Rocky,I,471,Low,2,110.04,84.52
9,M40,Fe500,54,21,12.7,Loam,II,568,Medium,4,127.43,97.93
7,M20,Fe415,59,19,7.9,Clay,II,372,Low,2,82.68,77.84
2,M25,Fe500,58,8,6.6,Loam,I,216,Low,0,36.05,24.9
5,M25,Fe415,54,17,7.6,Loam,III,180,High,1,58.55,21.49
8,M40,Fe500,20,11,18.0,Loam,III,292,Low,4,128.52,95.33
4,M30,Fe415,52,18,4.8,Rocky,III,314,Low,0,66.59,47.09
5,M20,Fe415,12,18,14.4,Rocky,I,425,Medium,4,77.97,68.91
5,M40,Fe415,4,23,13.9,Sandy,I,458,Low,2,102.69,78.37
2,M20,Fe415,45,13,14.0,Clay,II,382,Low,3,52.45,44.99
6,M40,Fe500,53,22,11.7,Loam,IV,403,Low,5,106.35,80.0
3,M25,Fe415,8,12,17.0,Sandy,IV,442,High,1,65.51,14.54
10,M20,Fe500,26,13,10.6,Sandy,III,293,Medium,0,106.08,69.95
7,M20,Fe500,15,24,5.4,Sandy,IV,324,Medium,4,87.88,67.53
5,M40,Fe500,16,1,4.2,Sandy,V,455,Medium,2,60.56,37.82
2,M25,Fe415,46,3,13.7,Rocky,IV,308,Low,2,41.81,31.07
7,M30,Fe415,22,10,18.1,Sandy,V,197,Medium,0,104.51,49.47
8,M25,Fe500,30,11,10.2,Clay,IV,331,Low,5,93.3,66.82
10,M25,Fe415,34,15,11.8,Sandy,IV,493,Low,1,119.19,73.45
5,M40,Fe415,37,19,8.6,Rocky,V,343,High,3,84.68,45.46
6,M25,Fe415,38,13,6.1,Sandy,III,576,Low,2,64.34,50.34
1,M30,Fe500,50,23,7.6,Loam,II,332,High,3,42.78,24.17
7,M20,Fe500,6,4,15.1,Sandy,V,534,High,0,91.04,34.77
9,M20,Fe500,28,15,5.0,Clay,V,272,High,3,91.25,53.35
7,M40,Fe415,12,14,5.4,Rocky,IV,251,Medium,2,91.0,55.8
4,M25,Fe415,40,5,18.9,Loam,II,581,Medium,5,62.36,51.22
5,M30,Fe500,40,24,6.3,Loam,III,396,Low,3,71.22,59.86
3,M40,Fe500,33,8,6.6,Clay,I,257,Medium,1,63.52,42.8
9,M20,Fe415,49,9,11.3,Rocky,IV,593,Low,5,85.18,78.82
7,M40,Fe500,15,9,16.7,Loam,I,223,Medium,2,111.49,77.84
1,M30,Fe415,40,14,12.1,Clay,IV,431,High,5,43.02,21.31
2,M40,Fe500,43,16,8.0,Clay,V,184,High,0,58.55,16.12
8,M30,Fe415,12,24,3.7,Clay,II,408,High,2,93.1,43.0
4,M25,Fe500,19,23,17.7,Clay,IV,450,Medium,1,66.3,30.92
1,M20,Fe415,25,8,13.0,Loam,I,282,Low,3,27.52,26.02
6,M25,Fe500,41,3,3.3,Rocky,I,455,High,0,53.67,29.75
10,M20,Fe500,7,17,12.4,Clay,V,243,High,1,110.27,59.77
2,M20,Fe500,2,15,17.7,Sandy,III,400,Low,2,61.71,53.12
6,M30,Fe415,0,2,8.7,Rocky,IV,544,Low,2,76.62,55.85
2,M30,Fe500,46,12,15.3,Clay,II,446,Low,1,52.23,35.06
9,M20,Fe415,28,23,3.8,Sandy,I,443,High,0,102.11,54.88
6,M40,Fe500,25,19,13.4,Loam,I,336,Low,4,99.58,78.55
2,M20,Fe500,51,11,8.9,Rocky,I,200,Low,5,36.9,50.61
7,M40,Fe500,20,24,5.8,Sandy,II,453,Low,1,109.35,66.99
3,M20,Fe500,39,15,19.2,Sandy,IV,257,Low,5,56.16,50.17
2,M25,Fe500,25,13,7.2,Rocky,I,299,High,1,22.17,-9.24
9,M25,Fe500,40,5,11.3,Sandy,V,419,Medium,3,110.4,86.54
8,M30,Fe415,31,19,4.5,Clay,III,185,Medium,0,106.93,61.9
1,M40,Fe500,14,7,10.6,Clay,V,543,Low,1,53.9,44.04
7,M20,Fe415,7,3,12.1,Rocky,I,481,Low,4,74.66,60.58
2,M30,Fe500,0,21,7.4,Clay,IV,225,High,1,42.72,18.22
7,M30,Fe500,33,17,9.0,Sandy,II,566,Medium,3,81.28,61.39
2,M30,Fe500,55,7,14.6,Rocky,II,447,High,5,56.38,43.15
9,M40,Fe500,56,14,14.6,Sandy,II,234,High,5,112.41,72.78
10,M30,Fe500,6,8,7.5,Rocky,IV,237,Low,3,117.74,84.24
2,M30,Fe500,7,14,19.6,Loam,II,440,High,5,61.98,44.78
10,M30,Fe415,18,22,18.4,Rocky,I,339,Medium,1,134.48,85.41
6,M25,Fe415,44,4,4.3,Sandy,III,576,High,2,65.66,38.52
1,M25,Fe415,7,21,10.0,Sandy,V,168,Medium,2,36.28,25.32
2,M20,Fe500,49,3,15.6,Clay,II,566,High,2,41.61,25.31
10,M30,Fe500,13,9,3.1,Clay,IV,526,Medium,1,89.22,49.73
1,M25,Fe500,16,21,8.1,Rocky,I,150,Low,3,36.73,27.53
8,M20,Fe415,28,9,5.2,Loam,I,187,Low,0,71.09,53.3
1,M25,Fe500,9,24,13.5,Clay,III,220,High,0,61.34,25.46
7,M20,Fe415,13,12,7.8,Loam,V,503,Low,5,64.47,59.99
7,M20,Fe415,46,8,15.7,Loam,I,351,High,0,91.42,40.54
9,M25,Fe500,11,11,7.7,Sandy,V,435,Medium,1,98.08,71.65
3,M40,Fe500,7,16,10.4,Clay,III,227,High,3,74.56,37.2
4,M20,Fe500,12,16,17.1,Clay,I,359,Low,2,73.31,55.84
3,M30,Fe500,34,16,14.8,Clay,III,437,High,2,59.99,25.03
9,M20,Fe415,15,7,15.7,Rocky,V,418,Medium,0,96.1,49.07
10,M25,Fe415,17,2,13.7,Rocky,IV,207,Medium,2,108.19,64.9
4,M20,Fe415,25,18,8.3,Clay,III,502,Medium,3,52.81,26.12
8,M25,Fe500,12,18,10.8,Rocky,I,419,Medium,0,90.35,62.35
8,M20,Fe415,23,20,19.8,Loam,II,397,High,2,104.63,69.21
5,M25,Fe500,42,8,8.1,Loam,IV,543,High,1,74.08,26.54
6,M40,Fe500,2,10,7.2,Sandy,V,574,Low,2,92.49,74.7
2,M30,Fe415,54,13,14.1,Loam,II,204,Medium,1,67.95,41.11
9,M25,Fe500,28,2,16.6,Clay,IV,528,Low,0,101.46,70.54
2,M40,Fe415,43,22,12.0,Clay,V,491,Low,2,66.75,57.91
2,M30,Fe415,17,9,4.0,Sandy,I,369,Low,2,24.63,29.93
4,M25,Fe415,57,18,7.9,Rocky,V,252,Medium,3,61.04,33.03
1,M30,Fe415,53,5,6.6,Sandy,V,225,High,1,20.11,-0.37
7,M40,Fe415,51,1,17.8,Clay,V,303,Medium,4,111.91,85.4
10,M20,Fe500,9,6,12.9,Sandy,V,401,High,0,110.46,54.26
5,M30,Fe415,14,5,16.5,Clay,III,275,High,1,71.85,33.88
7,M40,Fe500,12,17,17.6,Sandy,V,458,Low,1,117.98,88.79
6,M20,Fe500,41,20,14.9,Loam,V,536,High,5,89.16,48.88
8,M25,Fe500,34,14,12.7,Clay,I,451,Medium,5,74.14,52.44
4,M20,Fe500,31,7,16.6,Sandy,IV,584,High,0,69.99,21.3
6,M30,Fe415,17,16,15.2,Clay,I,447,High,1,93.84,43.83
4,M30,Fe500,47,16,12.5,Sandy,II,331,High,4,79.75,51.96
8,M30,Fe500,17,18,19.7,Clay,IV,477,Low,3,117.91,105.47
7,M25,Fe500,55,22,19.9,Clay,II,410,Low,4,98.98,88.59
4,M20,Fe415,21,19,18.1,Sandy,I,222,Low,5,68.35,64.17
2,M40,Fe415,15,8,11.2,Loam,III,206,Medium,2,54.02,30.08
6,M20,Fe500,57,6,6.5,Loam,III,268,High,4,73.08,39.59
9,M40,Fe500,10,19,6.3,Clay,IV,534,Medium,5,121.48,80.76
4,M30,Fe500,19,7,10.1,Rocky,I,383,Low,0,63.77,53.62
1,M20,Fe500,49,16,6.6,Sandy,V,584,Medium,4,31.46,26.42
6,M20,Fe415,16,16,3.4,Clay,I,314,Low,4,58.09,52.42
10,M20,Fe500,12,19,14.1,Loam,III,261,High,0,110.96,62.17
2,M25,Fe415,17,12,19.9,Clay,I,377,Medium,3,53.41,57.31
2,M30,Fe500,13,23,18.0,Clay,IV,265,Low,4,71.92,61.67
1,M20,Fe500,29,17,4.2,Rocky,III,464,Medium,3,42.79,14.12
5,M20,Fe415,43,6,13.1,Sandy,I,476,High,5,72.81,37.42
9,M30,Fe500,14,13,7.5,Clay,V,246,Medium,5,107.25,77.37
3,M20,Fe500,39,13,19.4,Sandy,IV,179,Low,4,74.78,58.71
7,M40,Fe415,28,9,12.6,Clay,V,300,Medium,0,97.35,52.88
6,M20,Fe500,28,13,17.7,Clay,II,360,Low,3,85.5,72.97
9,M20,Fe415,18,24,14.4,Rocky,V,565,Low,4,110.72,91.47
9,M20,Fe415,25,22,18.1,Sandy,I,153,High,2,102.15,54.91
7,M25,Fe500,52,21,19.7,Sandy,III,274,Low,0,106.81,74.24
2,M30,Fe500,30,23,7.4,Rocky,I,493,Medium,5,65.53,59.37
2,M30,Fe500,3,12,3.6,Rocky,II,393,Low,2,42.03,35.51
5,M20,Fe415,58,17,13.9,Clay,I,513,Medium,3,71.5,47.45
10,M20,Fe500,5,3,14.3,Sandy,III,390,Low,4,98.92,72.9
5,M40,Fe415,56,16,6.9,Rocky,IV,505,Medium,2,80.58,54.36
1,M20,Fe415,0,4,9.5,Rocky,III,404,High,0,32.95,4.26
6,M30,Fe415,31,20,19.6,Clay,IV,159,Medium,0,98.55,58.95
8,M20,Fe500,31,14,6.6,Sandy,II,210,Low,3,78.48,59.3
7,M25,Fe500,2,24,16.4,Clay,II,587,High,4,95.47,60.86
7,M30,Fe500,13,6,12.3,Loam,III,157,Low,2,96.31,70.37
8,M25,Fe415,41,3,16.2,Rocky,I,295,Medium,2,77.42,56.44
5,M40,Fe500,27,14,17.7,Clay,III,470,High,3,105.55,63.86
3,M20,Fe500,41,16,4.4,Loam,IV,476,Medium,4,41.98,30.55
9,M20,Fe415,54,19,16.5,Loam,I,347,High,0,110.05,59.4
9,M20,Fe415,11,2,12.8,Loam,V,525,Medium,5,91.47,67.2
9,M40,Fe415,52,9,13.7,Loam,III,189,Medium,4,124.22,84.7
7,M25,Fe500,37,9,6.4,Clay,II,499,Medium,4,80.3,49.34
8,M40,Fe500,52,24,13.2,Rocky,I,373,High,1,126.94,75.8
10,M20,Fe415,16,10,3.9,Sandy,V,558,Medium,2,100.66,62.9
2,M20,Fe500,38,20,17.9,Clay,II,575,High,4,47.87,34.0
8,M25,Fe415,4,6,10.8,Sandy,V,451,Low,4,100.99,83.96
8,M30,Fe500,39,3,3.8,Sandy,I,465,Medium,0,79.04,37.85
5,M30,Fe415,38,8,6.3,Rocky,IV,249,High,5,64.95,36.56
1,M30,Fe415,18,14,16.5,Sandy,IV,226,Medium,1,54.94,32.97
2,M30,Fe500,2,21,14.5,Rocky,II,453,Medium,5,65.19,47.81
10,M40,Fe415,52,24,3.5,Sandy,II,356,Medium,3,125.23,73.03
9,M25,Fe415,37,7,5.9,Loam,I,582,Low,1,77.91,58.03
9,M25,Fe415,49,19,6.3,Rocky,V,482,Low,2,84.54,65.83
9,M25,Fe415,31,5,10.1,Sandy,IV,557,Low,1,98.15,79.68
5,M25,Fe500,38,15,4.4,Clay,IV,426,Medium,5,50.57,44.29
3,M20,Fe500,53,11,3.2,Clay,II,489,Low,4,41.99,51.34
6,M20,Fe415,44,12,5.4,Clay,V,534,Low,0,72.18,45.99
8,M40,Fe415,38,7,9.2,Rocky,V,264,High,1,105.82,60.11
3,M30,Fe415,18,14,9.9,Sandy,I,522,Low,3,69.01,55.89
10,M20,Fe415,54,18,11.9,Sandy,I,597,Medium,4,115.55,79.86
2,M30,Fe415,47,16,19.8,Sandy,I,353,High,5,77.76,45.57
9,M20,Fe500,15,1,11.1,Sandy,I,491,High,4,80.62,49.57
7,M20,Fe500,23,9,17.9,Clay,III,347,Low,2,97.51,73.72
5,M40,Fe500,17,18,5.2,Sandy,II,479,Medium,0,88.17,61.67
8,M40,Fe500,21,8,15.9,Sandy,II,406,Low,2,98.02,70.47
8,M30,Fe500,5,3,14.6,Clay,IV,164,High,2,106.81,58.26
1,M20,Fe500,32,18,8.2,Loam,III,545,Low,0,38.88,22.57
10,M25,Fe500,19,13,16.2,Rocky,V,354,High,3,106.08,61.4
1,M40,Fe415,35,22,8.6,Loam,IV,526,Medium,1,53.86,25.92
3,M30,Fe500,36,4,17.0,Clay,V,172,Low,1,60.1,46.86
1,M20,Fe500,13,19,15.4,Loam,IV,567,Medium,4,37.38,38.58
4,M25,Fe500,39,5,12.6,Loam,I,491,Low,5,64.73,58.45
10,M25,Fe500,47,19,11.4,Rocky,III,202,Medium,0,119.7,86.4
8,M40,Fe415,5,15,18.0,Loam,II,528,High,1,122.56,71.34
5,M30,Fe415,1,9,18.4,Sandy,II,176,Low,0,73.67,53.91
3,M30,Fe415,2,11,18.5,Sandy,I,438,Low,2,76.07,66.41
7,M25,Fe415,27,4,11.8,Loam,I,435,High,5,81.24,47.95
7,M25,Fe500,47,8,16.4,Loam,I,396,Low,1,81.75,67.48
10,M20,Fe415,18,1,18.4,Clay,V,588,Medium,0,112.95,60.32
8,M40,Fe415,6,10,13.9,Clay,I,443,Low,1,111.09,77.28
6,M20,Fe415,23,22,6.5,Loam,II,285,Medium,5,68.0,44.09
6,M20,Fe500,24,21,6.3,Rocky,II,578,Low,0,86.15,57.17
4,M40,Fe500,26,5,5.1,Sandy,V,538,Medium,2,74.61,34.71
10,M30,Fe415,6,15,7.1,Rocky,II,382,Low,1,105.12,83.82
5,M40,Fe415,51,6,3.6,Rocky,II,334,Low,0,74.94,58.75
3,M40,Fe500,9,22,16.1,Sandy,IV,368,High,4,80.11,48.54
10,M30,Fe500,23,18,11.6,Clay,I,174,High,1,118.5,55.77
9,M30,Fe415,51,21,10.9,Clay,II,237,Medium,0,114.65,71.91
6,M20,Fe500,34,5,15.9,Rocky,V,495,High,3,71.7,42.82
8,M20,Fe500,29,19,3.2,Sandy,I,407,Medium,3,76.71,57.3
5,M40,Fe500,31,22,10.8,Loam,I,571,Medium,4,90.03,70.2
10,M25,Fe500,7,21,14.3,Loam,V,316,Low,5,122.69,99.92
5,M20,Fe415,36,20,6.9,Rocky,V,374,Medium,3,52.11,35.67
1,M25,Fe415,44,23,5.8,Sandy,IV,439,High,3,37.22,20.6
4,M20,Fe500,22,24,10.4,Loam,II,546,High,4,73.9,47.2
6,M40,Fe500,26,7,3.2,Sandy,IV,236,High,2,85.71,42.29
3,M40,Fe500,3,5,19.1,Loam,I,358,Medium,4,81.23,55.17
9,M20,Fe415,45,2,19.1,Sandy,II,362,Medium,1,99.35,70.83
5,M40,Fe500,48,2,17.3,Loam,I,183,High,2,82.06,39.71
10,M20,Fe415,44,21,9.7,Loam,IV,391,Low,0,95.57,72.69
1,M25,Fe500,34,23,5.6,Clay,I,246,High,1,41.39,19.55
6,M30,Fe500,40,1,16.4,Loam,II,229,Low,2,86.72,65.15
1,M30,Fe500,18,16,3.0,Clay,I,498,Low,4,31.27,35.68
7,M40,Fe500,53,13,18.7,Clay,V,461,High,2,109.23,69.1
3,M20,Fe500,37,4,16.3,Sandy,III,437,High,3,50.39,21.71
10,M20,Fe415,8,3,3.8,Clay,II,335,Medium,3,86.58,47.49
6,M40,Fe500,54,7,11.1,Loam,V,252,Low,1,89.85,77.36
3,M40,Fe500,54,22,12.3,Loam,IV,472,Low,3,75.73,65.72
8,M25,Fe500,23,3,8.2,Sandy,V,558,High,1,64.48,37.65
10,M30,Fe415,30,20,18.8,Loam,II,209,Medium,5,114.07,75.57
10,M25,Fe500,7,14,3.7,Clay,IV,201,High,2,97.29,56.25
1,M30,Fe415,6,24,3.9,Loam,V,249,Medium,0,49.0,18.15
6,M40,Fe500,5,9,6.8,Sandy,III,439,Low,0,101.19,67.88
5,M20,Fe415,9,10,8.3,Sandy,IV,504,Low,1,67.84,51.95
3,M25,Fe500,20,8,15.0,Loam,III,589,High,3,57.71,27.02
6,M40,Fe415,14,17,14.8,Sandy,III,450,High,3,95.64,57.4
1,M20,Fe500,52,17,6.1,Sandy,I,291,Medium,3,44.3,36.39
10,M25,Fe415,17,22,10.6,Rocky,IV,225,High,1,114.63,65.84
6,M40,Fe415,2,16,15.7,Loam,V,316,High,5,87.85,52.67
7,M40,Fe415,9,13,16.4,Rocky,I,246,High,0,109.17,60.67
6,M30,Fe500,32,6,17.5,Sandy,II,556,Low,2,99.49,87.77
5,M40,Fe500,47,6,12.6,Loam,IV,557,Medium,1,74.59,47.32
7,M30,Fe415,26,21,5.2,Rocky,V,450,Medium,4,85.97,73.56
3,M25,Fe500,30,24,15.8,Clay,IV,313,Low,4,74.02,65.82
3,M30,Fe500,49,8,15.8,Loam,III,429,Medium,2,76.88,57.02
8,M40,Fe415,48,6,16.6,Loam,III,183,Medium,1,117.53,63.03
6,M30,Fe415,5,22,9.8,Rocky,I,158,Low,0,92.93,55.19
7,M30,Fe415,36,16,8.0,Loam,II,596,Medium,5,83.46,56.3
7,M40,Fe415,26,5,19.3,Sandy,IV,398,Low,1,98.89,67.8
9,M25,Fe500,4,1,17.7,Rocky,IV,179,Medium,0,105.37,55.64
2,M20,Fe415,46,18,6.2,Rocky,III,400,High,3,33.34,9.41
2,M40,Fe415,31,12,16.5,Rocky,V,282,High,0,60.81,27.9
5,M40,Fe500,2,5,15.5,Sandy,III,196,High,1,85.37,37.25
9,M40,Fe500,18,17,7.7,Rocky,I,263,Medium,4,114.95,81.26
4,M20,Fe415,58,14,17.8,Loam,IV,253,Medium,2,73.99,48.46
9,M25,Fe415,40,18,13.0,Loam,I,166,High,0,93.72,31.44
9,M20,Fe415,49,6,17.5,Loam,I,236,High,5,98.03,59.28
6,M25,Fe500,46,15,8.4,Sandy,I,386,Low,3,72.24,55.65
2,M30,Fe415,8,5,11.5,Loam,V,408,Low,0,47.6,38.5
9,M20,Fe500,41,19,16.8,Rocky,II,341,High,0,110.54,60.33
8,M30,Fe415,42,16,4.5,Clay,I,524,Medium,4,98.79,70.78
2,M30,Fe415,36,5,16.4,Sandy,I,269,Medium,5,69.0,53.31
8,M25,Fe415,32,15,10.6,Sandy,III,291,Low,4,101.34,86.25
3,M40,Fe415,16,4,10.4,Loam,IV,204,Low,1,76.78,51.71
3,M25,Fe415,22,11,10.3,Clay,V,503,Medium,5,57.6,37.95
2,M30,Fe500,54,21,14.9,Rocky,V,310,High,0,69.7,38.64
9,M25,Fe500,31,12,4.4,Clay,I,424,Low,0,83.11,58.59
3,M25,Fe415,6,5,10.1,Clay,V,383,High,0,46.04,10.91
4,M25,Fe415,47,13,9.4,Sandy,V,159,High,3,52.75,30.81
2,M30,Fe415,1,13,9.7,Rocky,I,310,Medium,0,47.84,17.37
3,M20,Fe415,44,8,13.6,Sandy,III,473,Medium,5,47.53,32.03
9,M20,Fe500,52,23,13.7,Clay,IV,166,Medium,0,112.44,64.3
9,M25,Fe415,36,3,11.2,Loam,II,284,Medium,4,87.67,56.18
8,M25,Fe500,24,14,7.5,Sandy,III,424,Medium,5,94.96,67.8
8,M25,Fe415,17,22,11.5,Clay,III,198,High,3,90.11,45.01
10,M30,Fe415,56,21,7.3,Loam,II,229,Medium,2,118.67,75.83
10,M25,Fe415,8,17,5.1,Clay,II,442,Low,3,92.87,71.24
6,M25,Fe415,32,17,12.5,Clay,IV,205,Low,5,74.14,67.89
